code_muni,uf,municipality,adoption_year,resolution
1200054,AC,Assis Brasil,2026,Nº 26 - 26/07/2026
1200203,AC,Cruzeiro do Sul,2024,Nº 4 - 07/05/2024
1200302,AC,Feijó,2026,Nº 26 - 26/07/2026
1200336,AC,Mâncio Lima,2026,Nº 19 - 26/02/2026
1200385,AC,Plácido de Castro,2024,Nº 4 - 07/05/2024
1200401,AC,Rio Branco,2014,Nº 8 - 27/11/2014
1200427,AC,Rodrigues Alves,2025,Nº 14 - 16/10/2025
2700102,AL,Água Branca,2024,Nº 6 - 29/05/2024
2700300,AL,Arapiraca,2024,Nº 4 - 07/05/2024
2700409,AL,Atalaia,2025,Nº 4 - 20/03/2025
2700706,AL,Batalha,2024,Nº 7 - 21/06/2024
2700904,AL,Belo Monte,2024,Nº 9 - 20/08/2024
2701001,AL,Boca da Mata,2024,Nº 7 - 21/06/2024
2701100,AL,Branquinha,2024,Nº 7 - 21/06/2024
2701209,AL,Cacimbinhas,2025,Nº 4 - 20/03/2025
2701308,AL,Cajueiro,2025,Nº 17 - 31/12/2025
2701357,AL,Campestre,2025,Nº 14 - 16/10/2025
2701407,AL,Campo Alegre,2024,Nº 4 - 07/05/2024
2701704,AL,Capela,2024,Nº 7 - 21/06/2024
2701803,AL,Carneiros,2026,Nº 23 - 26/05/2026
2701902,AL,Chã Preta,2025,Nº 3 - 28/02/2025
2702108,AL,Colônia Leopoldina,2024,Nº 9 - 20/08/2024
2702207,AL,Coqueiro Seco,2024,Nº 7 - 21/06/2024
2702306,AL,Coruripe,2024,Nº 9 - 20/08/2024
2702355,AL,Craíbas,2024,Nº 7 - 21/06/2024
2702405,AL,Delmiro Gouveia,2025,Nº 3 - 28/02/2025
2702553,AL,Estrela de Alagoas,2024,Nº 2 - 08/03/2024
2702603,AL,Feira Grande,2025,Nº 9 - 30/06/2025
2702801,AL,Flexeiras,2024,Nº 4 - 07/05/2024
2703007,AL,Ibateguara,2026,Nº 23 - 26/05/2026
2703106,AL,Igaci,2025,Nº 14 - 16/10/2025
2703205,AL,Igreja Nova,2024,Nº 7 - 21/06/2024
2703304,AL,Inhapi,2025,Nº 17 - 31/12/2025
2703403,AL,Jacaré dos Homens,2024,Nº 7 - 21/06/2024
2703502,AL,Jacuípe,2025,Nº 7 - 28/04/2025
2703759,AL,Jequiá da Praia,2024,Nº 8 - 03/07/2024
2703809,AL,Joaquim Gomes,2026,Nº 23 - 26/05/2026
2703908,AL,Jundiá,2025,Nº 4 - 20/03/2025
2704005,AL,Junqueiro,2024,Nº 2 - 08/03/2024
2704104,AL,Lagoa da Canoa,2024,Nº 2 - 08/03/2024
2704203,AL,Limoeiro de Anadia,2024,Nº 7 - 21/06/2024
2704302,AL,Maceió,2024,Nº 4 - 07/05/2024
2704401,AL,Major Isidoro,2026,Nº 21 - 30/03/2026
2704500,AL,Maragogi,2026,Nº 19 - 26/02/2026
2704609,AL,Maravilha,2024,Nº 8 - 03/07/2024
2704807,AL,Maribondo,2026,N° 28 - 26/08/2026
2705101,AL,Matriz de Camaragibe,2024,Nº 7 - 21/06/2024
2705309,AL,Minador do Negrão,2024,Nº 2 - 08/03/2024
2705408,AL,Monteirópolis,2026,Nº 19 - 26/02/2026
2705507,AL,Murici,2024,Nº 5 - 09/05/2024
2705606,AL,Novo Lino,2024,Nº 4 - 07/05/2024
2705705,AL,Olho d'Água das Flores,2024,Nº 7 - 21/06/2024
2706000,AL,Olivença,2024,Nº 7 - 21/06/2024
2706208,AL,Palestina,2024,Nº 7 - 21/06/2024
2706307,AL,Palmeira dos Índios,2024,Nº 2 - 08/03/2024
2706406,AL,Pão de Açúcar,2024,Nº 2 - 08/03/2024
2706422,AL,Pariconha,2024,Nº 9 - 20/08/2024
2706505,AL,Passo de Camaragibe,2024,Nº 8 - 03/07/2024
2706703,AL,Penedo,2025,Nº 2 - 24/02/2025
2706802,AL,Piaçabuçu,2024,Nº 4 - 07/05/2024
2706901,AL,Pilar,2024,Nº 7 - 21/06/2024
2707107,AL,Piranhas,2024,Nº 7 - 21/06/2024
2707305,AL,Porto Calvo,2024,Nº 7 - 21/06/2024
2707404,AL,Porto de Pedras,2026,Nº 26 - 26/07/2026
2707503,AL,Porto Real do Colégio,2025,Nº 3 - 28/02/2025
2707701,AL,Rio Largo,2026,Nº 23 - 26/05/2026
2707909,AL,Santa Luzia do Norte,2024,Nº 7 - 21/06/2024
2708105,AL,Santana do Mundaú,2024,Nº 7 - 21/06/2024
2708402,AL,São José da Tapera,2024,Nº 4 - 07/05/2024
2708501,AL,São Luís do Quitunde,2024,Nº 7 - 21/06/2024
2708600,AL,São Miguel dos Campos,2024,Nº 8 - 03/07/2024
2708709,AL,São Miguel dos Milagres,2025,Nº 12 - 03/09/2025
2708808,AL,São Sebastião,2024,Nº 7 - 21/06/2024
2708907,AL,Satuba,2025,Nº 3 - 28/02/2025
2708956,AL,Senador Rui Palmeira,2026,Nº 19 - 26/02/2026
2709152,AL,Teotônio Vilela,2024,Nº 9 - 20/08/2024
2709202,AL,Traipu,2026,Nº 23 - 26/05/2026
2709301,AL,União dos Palmares,2024,Nº 7 - 21/06/2024
2709400,AL,Viçosa,2026,Nº 25 - 26/06/2026
1300060,AM,Amaturá,2024,Nº 03 - 05/04/2024
1300086,AM,Anamã,2026,Nº 19 - 26/02/2026
1300300,AM,Autazes,2026,N° 28 - 26/08/2026
1300508,AM,Barreirinha,2024,Nº 6 - 29/05/2024
1300607,AM,Benjamin Constant,2026,Nº 19 - 26/02/2026
1300631,AM,Beruri,2025,Nº 17 - 31/12/2025
1300680,AM,Boa Vista do Ramos,2024,Nº 03 - 05/04/2024
1300706,AM,Boca do Acre,2026,N° 28 - 26/08/2026
1300805,AM,Borba,2025,Nº 14 - 16/10/2025
1300904,AM,Canutama,2026,Nº 26 - 26/07/2026
1301001,AM,Carauari,2026,Nº 21 - 30/03/2026
1301100,AM,Careiro,2024,Nº 2 - 08/03/2024
1301209,AM,Coari,2024,Nº 03 - 05/04/2024
1301605,AM,Fonte Boa,2026,Nº 23 - 26/05/2026
1301902,AM,Itacoatiara,2026,Nº 25 - 26/06/2026
1302009,AM,Itapiranga,2026,N° 28 - 26/08/2026
1302207,AM,Juruá,2026,Nº 26 - 26/07/2026
1302504,AM,Manacapuru,2021,Nº 2 - 25/11/2021
1302553,AM,Manaquiri,2024,Nº 8 - 03/07/2024
1302603,AM,Manaus,2024,Nº 4 - 07/05/2024
1302702,AM,Manicoré,2024,Nº 8 - 03/07/2024
1303007,AM,Nhamundá,2021,Nº 2 - 25/11/2021
1303106,AM,Nova Olinda do Norte,2026,N° 28 - 26/08/2026
1303205,AM,Novo Airão,2024,Nº 2 - 08/03/2024
1303304,AM,Novo Aripuanã,2026,Nº 26 - 26/07/2026
1303403,AM,Parintins,2026,Nº 19 - 26/02/2026
1303700,AM,Santo Antônio do Içá,2024,Nº 7 - 21/06/2024
1303809,AM,São Gabriel da Cachoeira,2026,N° 28 - 26/08/2026
1303908,AM,São Paulo de Olivença,2024,Nº 03 - 05/04/2024
1304062,AM,Tabatinga,2026,N° 28 - 26/08/2026
1304104,AM,Tapauá,2026,Nº 23 - 26/05/2026
1304203,AM,Tefé,2025,Nº 17 - 31/12/2025
1304237,AM,Tonantins,2020,Nº 1 - 23/01/2020
1304260,AM,Uarini,2025,Nº 13 - 17/09/2025
1304302,AM,Urucará,2026,Nº 23 - 26/05/2026
1304401,AM,Urucurituba,2026,N° 28 - 26/08/2026
1600154,AP,Pedra Branca do Amapari,2024,Nº 4 - 07/05/2024
1600303,AP,Macapá,2024,Nº 12 - 19/11/2024
1600808,AP,Vitória do Jari,2024,Nº 5 - 09/05/2024
2900108,BA,Abaíra,2025,Nº 13 - 17/09/2025
2900207,BA,Abaré,2025,Nº 15 - 31/10/2025
2900405,BA,Água Fria,2025,Nº 13 - 17/09/2025
2900504,BA,Érico Cardoso,2025,Nº 9 - 30/06/2025
2900603,BA,Aiquara,2025,Nº 9 - 30/06/2025
2900702,BA,Alagoinhas,2026,Nº 19 - 26/02/2026
2900801,BA,Alcobaça,2026,Nº 23 - 26/05/2026
2900900,BA,Almadina,2025,Nº 14 - 16/10/2025
2901007,BA,Amargosa,2024,Nº 2 - 08/03/2024
2901106,BA,Amélia Rodrigues,2026,Nº 26 - 26/07/2026
2901155,BA,América Dourada,2025,Nº 15 - 31/10/2025
2901205,BA,Anagé,2025,Nº 2 - 24/02/2025
2901304,BA,Andaraí,2024,Nº 7 - 21/06/2024
2901353,BA,Andorinha,2025,Nº 14 - 16/10/2025
2901403,BA,Angical,2026,Nº 22 - 29/04/2026
2901502,BA,Anguera,2026,Nº 21 - 30/03/2026
2901700,BA,Antônio Cardoso,2025,Nº 13 - 17/09/2025
2901908,BA,Aporá,2024,Nº 9 - 20/08/2024
2901957,BA,Apuarema,2024,Nº 9 - 20/08/2024
2902104,BA,Araci,2026,Nº 22 - 29/04/2026
2902252,BA,Arataca,2024,Nº 4 - 07/05/2024
2902302,BA,Aratuípe,2026,N° 28 - 26/08/2026
2902401,BA,Aurelino Leal,2024,Nº 8 - 03/07/2024
2902609,BA,Baixa Grande,2024,Nº 13 - 13/12/2024
2902807,BA,Barra da Estiva,2025,Nº 14 - 16/10/2025
2902906,BA,Barra do Choça,2026,Nº 25 - 26/06/2026
2903102,BA,Barra do Rocha,2025,Nº 14 - 16/10/2025
2903235,BA,Barro Alto,2024,Nº 9 - 20/08/2024
2903276,BA,Barrocas,2026,Nº 23 - 26/05/2026
2903300,BA,Barro Preto,2025,Nº 2 - 24/02/2025
2903409,BA,Belmonte,2026,N° 28 - 26/08/2026
2903607,BA,Biritinga,2024,Nº 7 - 21/06/2024
2903706,BA,Boa Nova,2025,Nº 4 - 20/03/2025
2903805,BA,Boa Vista do Tupim,2026,Nº 21 - 30/03/2026
2903904,BA,Bom Jesus da Lapa,2024,Nº 9 - 20/08/2024
2904001,BA,Boninal,2024,Nº 2 - 08/03/2024
2904050,BA,Bonito,2025,Nº 8 - 30/04/2025
2904100,BA,Boquira,2025,Nº 17 - 31/12/2025
2904209,BA,Botuporã,2025,Nº 12 - 03/09/2025
2904308,BA,Brejões,2025,Nº 7 - 28/04/2025
2904506,BA,Brotas de Macaúbas,2024,Nº 9 - 20/08/2024
2904803,BA,Caatiba,2025,Nº 13 - 17/09/2025
2904852,BA,Cabaceiras do Paraguaçu,2024,Nº 2 - 08/03/2024
2905206,BA,Caetité,2025,Nº 14 - 16/10/2025
2905305,BA,Cafarnaum,2025,Nº 14 - 16/10/2025
2905404,BA,Cairu,2026,Nº 25 - 26/06/2026
2905701,BA,Camaçari,2025,Nº 9 - 30/06/2025
2905909,BA,Campo Alegre de Lourdes,2026,Nº 21 - 30/03/2026
2906204,BA,Canarana,2025,Nº 14 - 16/10/2025
2906303,BA,Canavieiras,2026,N° 28 - 26/08/2026
2906402,BA,Candeal,2025,Nº 12 - 03/09/2025
2906808,BA,Cansanção,2025,Nº 14 - 16/10/2025
2906824,BA,Canudos,2025,Nº 9 - 30/06/2025
2906857,BA,Capela do Alto Alegre,2026,Nº 21 - 30/03/2026
2906873,BA,Capim Grosso,2024,Nº 4 - 07/05/2024
2906907,BA,Caravelas,2024,Nº 2 - 08/03/2024
2907103,BA,Carinhanha,2024,Nº 2 - 08/03/2024
2907202,BA,Casa Nova,2024,Nº 13 - 13/12/2024
2907301,BA,Castro Alves,2024,Nº 9 - 20/08/2024
2907509,BA,Catu,2026,Nº 19 - 26/02/2026
2907558,BA,Caturama,2024,Nº 7 - 21/06/2024
2907905,BA,Cipó,2024,Nº 2 - 08/03/2024
2908101,BA,Cocos,2024,Nº 7 - 21/06/2024
2908200,BA,Conceição da Feira,2024,Nº 03 - 05/04/2024
2908309,BA,Conceição do Almeida,2025,Nº 9 - 30/06/2025
2908507,BA,Conceição do Jacuípe,2026,N° 28 - 26/08/2026
2908606,BA,Conde,2024,Nº 4 - 07/05/2024
2908705,BA,Condeúba,2025,Nº 9 - 30/06/2025
2908903,BA,Coração de Maria,2017,Nº 5 - 11/10/2017
2909000,BA,Cordeiros,2026,Nº 21 - 30/03/2026
2909307,BA,Correntina,2024,Nº 2 - 08/03/2024
2909406,BA,Cotegipe,2026,Nº 19 - 26/02/2026
2909505,BA,Cravolândia,2025,Nº 13 - 17/09/2025
2909604,BA,Crisópolis,2026,Nº 20 - 04/03/2026
2909703,BA,Cristópolis,2026,Nº 19 - 26/02/2026
2909802,BA,Cruz das Almas,2026,N° 28 - 26/08/2026
2909901,BA,Curaçá,2017,Nº 5 - 11/10/2017
2910008,BA,Dário Meira,2025,Nº 4 - 20/03/2025
2910057,BA,Dias d'Ávila,2024,Nº 03 - 05/04/2024
2910107,BA,Dom Basílio,2024,Nº 03 - 05/04/2024
2910206,BA,Dom Macedo Costa,2024,Nº 4 - 07/05/2024
2910305,BA,Elísio Medrado,2024,Nº 13 - 13/12/2024
2910727,BA,Eunápolis,2024,Nº 2 - 08/03/2024
2910776,BA,Feira da Mata,2025,Nº 12 - 03/09/2025
2910800,BA,Feira de Santana,2026,Nº 23 - 26/05/2026
2911006,BA,Floresta Azul,2024,Nº 10 - 30/09/2024
2911105,BA,Formosa do Rio Preto,2026,Nº 19 - 26/02/2026
2911253,BA,Gavião,2025,Nº 17 - 31/12/2025
2911402,BA,Glória,2024,Nº 13 - 13/12/2024
2911501,BA,Gongogi,2024,Nº 13 - 13/12/2024
2911808,BA,Guaratinga,2025,Nº 9 - 30/06/2025
2911907,BA,Iaçu,2025,Nº 17 - 31/12/2025
2912004,BA,Ibiassucê,2025,Nº 17 - 31/12/2025
2912202,BA,Ibicoara,2025,Nº 9 - 30/06/2025
2912301,BA,Ibicuí,2025,Nº 17 - 31/12/2025
2912400,BA,Ibipeba,2025,Nº 13 - 17/09/2025
2912509,BA,Ibipitanga,2026,Nº 22 - 29/04/2026
2912707,BA,Ibirapitanga,2025,Nº 12 - 03/09/2025
2912905,BA,Ibirataia,2026,Nº 21 - 30/03/2026
2913002,BA,Ibitiara,2026,Nº 21 - 30/03/2026
2913101,BA,Ibititá,2026,Nº 23 - 26/05/2026
2913200,BA,Ibotirama,2024,Nº 4 - 07/05/2024
2913309,BA,Ichu,2025,Nº 13 - 17/09/2025
2913408,BA,Igaporã,2025,Nº 9 - 30/06/2025
2913457,BA,Igrapiúna,2024,Nº 12 - 19/11/2024
2913507,BA,Iguaí,2024,Nº 11 - 09/10/2024
2913705,BA,Inhambupe,2024,Nº 2 - 08/03/2024
2913804,BA,Ipecaetá,2024,Nº 7 - 21/06/2024
2913903,BA,Ipiaú,2025,Nº 15 - 31/10/2025
2914000,BA,Ipirá,2026,Nº 19 - 26/02/2026
2914406,BA,Iraquara,2025,Nº 15 - 31/10/2025
2914604,BA,Irecê,2024,Nº 9 - 20/08/2024
2914703,BA,Itaberaba,2025,Nº 9 - 30/06/2025
2914802,BA,Itabuna,2025,Nº 16 - 08/12/2025
2915106,BA,Itagi,2025,Nº 9 - 30/06/2025
2915205,BA,Itagibá,2025,Nº 8 - 30/04/2025
2915353,BA,Itaguaçu da Bahia,2025,Nº 17 - 31/12/2025
2915403,BA,Itaju do Colônia,2024,Nº 4 - 07/05/2024
2915502,BA,Itajuípe,2024,Nº 9 - 20/08/2024
2915601,BA,Itamaraju,2026,Nº 23 - 26/05/2026
2915700,BA,Itamari,2024,Nº 10 - 30/09/2024
2915809,BA,Itambé,2017,Nº 5 - 11/10/2017
2916302,BA,Itapebi,2026,Nº 22 - 29/04/2026
2916401,BA,Itapetinga,2025,Nº 17 - 31/12/2025
2916500,BA,Itapicuru,2026,Nº 25 - 26/06/2026
2916708,BA,Itaquara,2026,Nº 25 - 26/06/2026
2916807,BA,Itarantim,2026,Nº 22 - 29/04/2026
2916906,BA,Itiruçu,2026,Nº 26 - 26/07/2026
2917003,BA,Itiúba,2023,Nº 4 - 21/12/2023
2917334,BA,Iuiu,2026,N° 28 - 26/08/2026
2917508,BA,Jacobina,2024,Nº 4 - 07/05/2024
2917607,BA,Jaguaquara,2016,Nº 1 - 21/03/2016
2917706,BA,Jaguarari,2024,Nº 2 - 08/03/2024
2917805,BA,Jaguaripe,2026,Nº 21 - 30/03/2026
2918001,BA,Jequié,2024,Nº 8 - 03/07/2024
2918100,BA,Jeremoabo,2026,N° 28 - 26/08/2026
2918209,BA,Jiquiriçá,2025,Nº 9 - 30/06/2025
2918308,BA,Jitaúna,2025,Nº 13 - 17/09/2025
2918357,BA,João Dourado,2024,Nº 2 - 08/03/2024
2918407,BA,Juazeiro,2017,Nº 5 - 11/10/2017
2918555,BA,Jussari,2025,Nº 17 - 31/12/2025
2918605,BA,Jussiape,2026,Nº 25 - 26/06/2026
2918704,BA,Lafaiete Coutinho,2025,Nº 14 - 16/10/2025
2919009,BA,Lajedinho,2025,Nº 9 - 30/06/2025
2919058,BA,Lajedo do Tabocal,2026,Nº 21 - 30/03/2026
2919108,BA,Lamarão,2024,Nº 4 - 07/05/2024
2919157,BA,Lapão,2025,Nº 13 - 17/09/2025
2919207,BA,Lauro de Freitas,2024,Nº 7 - 21/06/2024
2919306,BA,Lençóis,2024,Nº 4 - 07/05/2024
2919504,BA,Livramento de Nossa Senhora,2026,Nº 21 - 30/03/2026
2919702,BA,Macarani,2025,Nº 14 - 16/10/2025
2919801,BA,Macaúbas,2025,Nº 12 - 03/09/2025
2920007,BA,Maiquinique,2025,Nº 9 - 30/06/2025
2920106,BA,Mairi,2025,Nº 17 - 31/12/2025
2920205,BA,Malhada,2024,Nº 10 - 30/09/2024
2920304,BA,Malhada de Pedras,2025,Nº 7 - 28/04/2025
2920403,BA,Manoel Vitorino,2025,Nº 6 - 02/04/2025
2920452,BA,Mansidão,2026,Nº 25 - 26/06/2026
2920502,BA,Maracás,2025,Nº 9 - 30/06/2025
2920601,BA,Maragogipe,2024,Nº 03 - 05/04/2024
2920700,BA,Maraú,2025,Nº 13 - 17/09/2025
2920809,BA,Marcionílio Souza,2024,Nº 9 - 20/08/2024
2920908,BA,Mascote,2024,Nº 10 - 30/09/2024
2921005,BA,Mata de São João,2026,Nº 26 - 26/07/2026
2921054,BA,Matina,2024,Nº 9 - 20/08/2024
2921203,BA,Miguel Calmon,2026,Nº 25 - 26/06/2026
2921302,BA,Milagres,2024,Nº 7 - 21/06/2024
2921401,BA,Mirangaba,2024,Nº 2 - 08/03/2024
2921450,BA,Mirante,2025,Nº 9 - 30/06/2025
2921500,BA,Monte Santo,2026,Nº 21 - 30/03/2026
2921609,BA,Morpará,2024,Nº 8 - 03/07/2024
2921708,BA,Morro do Chapéu,2026,Nº 23 - 26/05/2026
2921906,BA,Mucugê,2026,Nº 23 - 26/05/2026
2922102,BA,Mundo Novo,2026,Nº 19 - 26/02/2026
2922201,BA,Muniz Ferreira,2025,Nº 17 - 31/12/2025
2922300,BA,Muritiba,2024,Nº 7 - 21/06/2024
2922409,BA,Mutuípe,2025,Nº 14 - 16/10/2025
2922656,BA,Nordestina,2025,Nº 14 - 16/10/2025
2922730,BA,Nova Fátima,2025,Nº 15 - 31/10/2025
2922755,BA,Nova Ibiá,2024,Nº 4 - 07/05/2024
2922854,BA,Nova Redenção,2026,Nº 23 - 26/05/2026
2922904,BA,Nova Soure,2026,Nº 22 - 29/04/2026
2923100,BA,Olindina,2025,Nº 4 - 20/03/2025
2923407,BA,Palmas de Monte Alto,2024,Nº 03 - 05/04/2024
2923605,BA,Paramirim,2025,Nº 7 - 28/04/2025
2923704,BA,Paratinga,2024,Nº 03 - 05/04/2024
2923803,BA,Paripiranga,2025,Nº 14 - 16/10/2025
2923902,BA,Pau Brasil,2024,Nº 4 - 07/05/2024
2924009,BA,Paulo Afonso,2026,Nº 22 - 29/04/2026
2924058,BA,Pé de Serra,2024,Nº 7 - 21/06/2024
2924207,BA,Pedro Alexandre,2026,Nº 23 - 26/05/2026
2924306,BA,Piatã,2023,Nº 4 - 21/12/2023
2924504,BA,Pindaí,2025,Nº 9 - 30/06/2025
2924603,BA,Pindobaçu,2024,Nº 03 - 05/04/2024
2924702,BA,Piripá,2026,Nº 21 - 30/03/2026
2924801,BA,Piritiba,2026,Nº 22 - 29/04/2026
2925105,BA,Poções,2024,Nº 6 - 29/05/2024
2925303,BA,Porto Seguro,2023,Nº 1 - 30/06/2023
2925402,BA,Potiraguá,2024,Nº 9 - 20/08/2024
2925709,BA,Presidente Jânio Quadros,2024,Nº 9 - 20/08/2024
2925758,BA,Presidente Tancredo Neves,2025,Nº 2 - 24/02/2025
2925808,BA,Queimadas,2025,Nº 14 - 16/10/2025
2925931,BA,Quixabeira,2026,Nº 21 - 30/03/2026
2926004,BA,Remanso,2024,Nº 03 - 05/04/2024
2926301,BA,Riachão do Jacuípe,2025,Nº 15 - 31/10/2025
2926400,BA,Riacho de Santana,2024,Nº 2 - 08/03/2024
2926509,BA,Ribeira do Amparo,2026,Nº 19 - 26/02/2026
2926707,BA,Rio de Contas,2024,Nº 03 - 05/04/2024
2926806,BA,Rio do Antônio,2026,Nº 26 - 26/07/2026
2926905,BA,Rio do Pires,2025,Nº 17 - 31/12/2025
2927002,BA,Rio Real,2024,Nº 2 - 08/03/2024
2927101,BA,Rodelas,2026,Nº 19 - 26/02/2026
2927507,BA,Santa Bárbara,2025,Nº 12 - 03/09/2025
2927804,BA,Santa Cruz da Vitória,2025,Nº 9 - 30/06/2025
2927903,BA,Santa Inês,2025,Nº 17 - 31/12/2025
2928000,BA,Santaluz,2026,Nº 25 - 26/06/2026
2928059,BA,Santa Luzia,2026,Nº 26 - 26/07/2026
2928109,BA,Santa Maria da Vitória,2024,Nº 9 - 20/08/2024
2928604,BA,Santo Amaro,2026,N° 28 - 26/08/2026
2928703,BA,Santo Antônio de Jesus,2024,Nº 2 - 08/03/2024
2928950,BA,São Domingos,2025,Nº 9 - 30/06/2025
2929057,BA,São Félix do Coribe,2025,Nº 14 - 16/10/2025
2929255,BA,São Gabriel,2025,Nº 17 - 31/12/2025
2929354,BA,São José da Vitória,2025,Nº 9 - 30/06/2025
2929602,BA,Sapeaçu,2024,Nº 2 - 08/03/2024
2929750,BA,Saubara,2024,Nº 03 - 05/04/2024
2929800,BA,Saúde,2024,Nº 7 - 21/06/2024
2929909,BA,Seabra,2026,N° 28 - 26/08/2026
2930105,BA,Senhor do Bonfim,2024,Nº 9 - 20/08/2024
2930154,BA,Serra do Ramalho,2024,Nº 9 - 20/08/2024
2930204,BA,Sento Sé,2025,Nº 13 - 17/09/2025
2930402,BA,Serra Preta,2018,Nº 8 - 19/11/2018
2930501,BA,Serrinha,2024,Nº 7 - 21/06/2024
2930600,BA,Serrolândia,2026,Nº 19 - 26/02/2026
2930758,BA,Sítio do Mato,2024,Nº 9 - 20/08/2024
2930808,BA,Souto Soares,2025,Nº 9 - 30/06/2025
2931053,BA,Tanque Novo,2025,Nº 17 - 31/12/2025
2931103,BA,Tanquinho,2025,Nº 9 - 30/06/2025
2931202,BA,Taperoá,2026,Nº 25 - 26/06/2026
2931350,BA,Teixeira de Freitas,2026,Nº 25 - 26/06/2026
2931400,BA,Teodoro Sampaio,2024,Nº 03 - 05/04/2024
2931509,BA,Teofilândia,2026,Nº 19 - 26/02/2026
2931608,BA,Teolândia,2025,Nº 14 - 16/10/2025
2931707,BA,Terra Nova,2024,Nº 03 - 05/04/2024
2932002,BA,Uauá,2024,Nº 7 - 21/06/2024
2932101,BA,Ubaíra,2025,Nº 12 - 03/09/2025
2932200,BA,Ubaitaba,2024,Nº 10 - 30/09/2024
2932309,BA,Ubatã,2025,Nº 12 - 03/09/2025
2932408,BA,Uibaí,2025,Nº 13 - 17/09/2025
2932804,BA,Utinga,2026,Nº 25 - 26/06/2026
2932903,BA,Valença,2024,Nº 03 - 05/04/2024
2933000,BA,Valente,2024,Nº 8 - 03/07/2024
2933109,BA,Várzea do Poço,2026,Nº 22 - 29/04/2026
2933257,BA,Vereda,2025,Nº 17 - 31/12/2025
2933307,BA,Vitória da Conquista,2018,Nº 9 - 18/12/2018
2933505,BA,Wenceslau Guimarães,2025,Nº 14 - 16/10/2025
2933604,BA,Xique-Xique,2024,Nº 2 - 08/03/2024
2300101,CE,Abaiara,2024,Nº 7 - 21/06/2024
2300150,CE,Acarape,2024,Nº 10 - 30/09/2024
2300200,CE,Acaraú,2025,Nº 13 - 17/09/2025
2300309,CE,Acopiara,2024,Nº 2 - 08/03/2024
2300408,CE,Aiuaba,2024,Nº 2 - 08/03/2024
2300507,CE,Alcântaras,2016,Nº 4 - 07/06/2016
2300606,CE,Altaneira,2026,Nº 26 - 26/07/2026
2300754,CE,Amontada,2026,Nº 19 - 26/02/2026
2300804,CE,Antonina do Norte,2025,Nº 13 - 17/09/2025
2300903,CE,Apuiarés,2024,Nº 10 - 30/09/2024
2301109,CE,Aracati,2026,Nº 26 - 26/07/2026
2301257,CE,Ararendá,2014,Nº 8 - 27/11/2014
2301307,CE,Araripe,2013,Nº 1 - 20/11/2013
2301406,CE,Aratuba,2024,Nº 12 - 19/11/2024
2301505,CE,Arneiroz,2017,Nº 2 - 10/02/2017
2301604,CE,Assaré,2024,Nº 7 - 21/06/2024
2301802,CE,Baixio,2025,Nº 2 - 24/02/2025
2301851,CE,Banabuiú,2026,Nº 26 - 26/07/2026
2301901,CE,Barbalha,2026,Nº 25 - 26/06/2026
2301950,CE,Barreira,2025,Nº 17 - 31/12/2025
2302107,CE,Baturité,2024,Nº 2 - 08/03/2024
2302206,CE,Beberibe,2024,Nº 03 - 05/04/2024
2302305,CE,Bela Cruz,2021,Nº 1 - 12/01/2021
2302404,CE,Boa Viagem,2016,Nº 4 - 07/06/2016
2302503,CE,Brejo Santo,2017,Nº 2 - 10/02/2017
2302602,CE,Camocim,2026,Nº 23 - 26/05/2026
2302701,CE,Campos Sales,2025,Nº 17 - 31/12/2025
2302800,CE,Canindé,2026,Nº 25 - 26/06/2026
2302909,CE,Capistrano,2026,Nº 25 - 26/06/2026
2303105,CE,Cariré,2014,Nº 8 - 27/11/2014
2303204,CE,Caririaçu,2024,Nº 9 - 20/08/2024
2303303,CE,Cariús,2016,Nº 7 - 13/12/2016
2303402,CE,Carnaubal,2024,Nº 7 - 21/06/2024
2303501,CE,Cascavel,2026,Nº 22 - 29/04/2026
2303600,CE,Catarina,2025,Nº 17 - 31/12/2025
2303659,CE,Catunda,2024,Nº 7 - 21/06/2024
2303709,CE,Caucaia,2014,Nº 8 - 27/11/2014
2303808,CE,Cedro,2025,Nº 13 - 17/09/2025
2303907,CE,Chaval,2024,Nº 10 - 30/09/2024
2303931,CE,Choró,2025,Nº 17 - 31/12/2025
2303956,CE,Chorozinho,2024,Nº 12 - 19/11/2024
2304004,CE,Coreaú,2024,Nº 2 - 08/03/2024
2304103,CE,Crateús,2014,Nº 4 - 20/03/2014
2304202,CE,Crato,2024,Nº 13 - 13/12/2024
2304236,CE,Croatá,2026,Nº 25 - 26/06/2026
2304251,CE,Cruz,2016,Nº 4 - 07/06/2016
2304269,CE,Deputado Irapuan Pinheiro,2024,Nº 2 - 08/03/2024
2304301,CE,Farias Brito,2025,Nº 9 - 30/06/2025
2304350,CE,Forquilha,2025,Nº 17 - 31/12/2025
2304400,CE,Fortaleza,2017,Nº 4 - 10/07/2017
2304459,CE,Fortim,2024,Nº 7 - 21/06/2024
2304509,CE,Frecheirinha,2025,Nº 2 - 24/02/2025
2304608,CE,General Sampaio,2026,Nº 25 - 26/06/2026
2304657,CE,Graça,2025,Nº 2 - 24/02/2025
2304707,CE,Granja,2026,Nº 23 - 26/05/2026
2304806,CE,Granjeiro,2024,Nº 2 - 08/03/2024
2304905,CE,Groaíras,2024,Nº 03 - 05/04/2024
2304954,CE,Guaiúba,2026,Nº 22 - 29/04/2026
2305001,CE,Guaraciaba do Norte,2026,Nº 21 - 30/03/2026
